,ctwl/nm,transmissionDepth/dB,r/%,n_ac,n_dc
107,1547.596,-29.008,0.9987433914799236,0.00013581051669769905,0.0011760175136146642
108,1547.604,-29.03,0.9987497409697823,0.00013581121874405583,0.0011760114344496395
109,1547.568,-29.051,0.9987557719153191,0.00013580805953545026,0.0011760387911872046
110,1547.576,-29.073,0.9987620588483449,0.00013580876158180707,0.0011760327118021988
111,1547.584,-29.094,0.9987680303754307,0.00013580946362816386,0.0011760266324800461
112,1547.58,-29.112,0.9987731258953617,0.00013580911260498545,0.001176029672133266
113,1547.5,-29.148,0.9987832537960208,0.00013580209214141757,0.0011760904684975767
114,1547.72,-29.153,0.9987846538207829,0.00013582139841622926,0.0011759232936190006
115,1547.752,-29.173,0.9987902378292497,0.00013582420660165643,0.0011758989812321353
116,1547.776,-29.192,0.9987955188714268,0.0001358263127407268,0.0011758807476017201
117,1547.732,-29.217,0.9988024325040299,0.00013582245148576445,0.0011759141763561132
118,1547.716,-29.239,0.998808483666782,0.00013582104739305085,0.0011759263327380475
119,1547.716,-29.259,0.998813958187052,0.00013582104739305085,0.0011759263327380475
120,1547.712,-29.277,0.998818863746066,0.00013582069636987248,0.001175929371872803
121,1547.716,-29.293,0.9988232072069723,0.00013582104739305085,0.0011759263327380475
122,1547.72,-29.311,0.9988280745113375,0.00013582139841622926,0.0011759232936190006
123,1547.72,-29.329,0.998832921684162,0.00013582139841622926,0.0011759232936190006
124,1547.724,-29.344,0.9988369456766716,0.00013582174943940764,0.0011759202545156629
125,1547.728,-29.358,0.9988406888842584,0.00013582210046258605,0.0011759172154280338
126,1547.728,-29.373,0.9988446860960843,0.00013582210046258605,0.0011759172154280338
127,1547.728,-29.389,0.9988489345989641,0.00013582210046258605,0.0011759172154280338
128,1547.736,-29.402,0.9988523750010566,0.00013582280250894286,0.001175911137299901
129,1547.736,-29.416,0.9988560685504607,0.00013582280250894286,0.001175911137299901
130,1547.736,-29.429,0.9988594876299928,0.00013582280250894286,0.001175911137299901
131,1547.74,-29.444,0.9988634200252499,0.00013582315353212124,0.0011759080982593976
132,1547.74,-29.456,0.998866556177029,0.00013582315353212124,0.0011759080982593976
133,1547.744,-29.466,0.9988691630254826,0.00013582350455529962,0.001175905059234602
134,1547.748,-29.479,0.9988725429671348,0.00013582385557847805,0.0011759020202255146
135,1547.748,-29.491,0.9988756539460875,0.00013582385557847805,0.0011759020202255146
136,1547.748,-29.501,0.9988782398702529,0.00013582385557847805,0.0011759020202255146
137,1547.756,-29.514,0.9988815926822602,0.0001358245576248348,0.0011758959422544636
138,1547.756,-29.523,0.9988839079876131,0.0001358245576248348,0.0011758959422544636
139,1547.756,-29.534,0.9988867312971161,0.0001358245576248348,0.0011758959422544636
140,1547.76,-29.543,0.9988890359646073,0.0001358249086480132,0.0011758929032925
141,1547.764,-29.553,0.9988915911109841,0.0001358252596711916,0.001175889864346244
142,1547.764,-29.565,0.9988946495306171,0.0001358252596711916,0.001175889864346244
143,1547.768,-29.573,0.9988966837872331,0.00013582561069437,0.0011758868254156953
144,1547.768,-29.582,0.9988989678512702,0.00013582561069437,0.0011758868254156953
145,1547.772,-29.594,0.9989020059163504,0.00013582596171754838,0.0011758837865008542
146,1547.776,-29.601,0.9989037742482269,0.0001358263127407268,0.0011758807476017201
147,1547.776,-29.611,0.998906295497492,0.0001358263127407268,0.0011758807476017201
148,1547.776,-29.618,0.9989080569209496,0.0001358263127407268,0.0011758807476017201
149,1547.78,-29.625,0.9989098155076148,0.0001358266637639052,0.0011758777087182931
150,1547.784,-29.631,0.9989113206132219,0.00013582701478708357,0.0011758746698505732
151,1547.784,-29.644,0.9989145745506932,0.00013582701478708357,0.0011758746698505732
152,1547.788,-29.651,0.9989163226406421,0.00013582736581026195,0.0011758716309985603
153,1547.792,-29.657,0.9989178187625197,0.00013582771683344036,0.0011758685921622544
154,1547.792,-29.662,0.9989190639527856,0.00013582771683344036,0.0011758685921622544
155,1547.796,-29.666,0.9989200590733369,0.00013582806785661876,0.0011758655533416547
156,1547.796,-29.67,0.9989210532777701,0.00013582806785661876,0.0011758655533416547
157,1547.8,-29.676,0.9989225428685437,0.00013582841887979714,0.001175862514536762
158,1547.8,-29.682,0.9989240304027923,0.00013582841887979714,0.001175862514536762
159,1547.804,-29.684,0.9989245257910272,0.00013582876990297558,0.001175859475747575
160,1547.804,-29.69,0.9989260105876587,0.00013582876990297558,0.001175859475747575
161,1547.808,-29.695,0.9989272463521645,0.00013582912092615395,0.001175856436974095
162,1547.812,-29.697,0.998927740259741,0.00013582947194933233,0.0011758533982163207
163,1547.808,-29.703,0.9989292206184861,0.00013582912092615395,0.001175856436974095
164,1547.812,-29.707,0.9989302063887091,0.00013582947194933233,0.0011758533982163207
165,1547.816,-29.707,0.9989302063887091,0.00013582982297251074,0.0011758503594742524
166,1547.816,-29.713,0.9989316833427238,0.00013582982297251074,0.0011758503594742524
167,1547.82,-29.717,0.9989326668457381,0.00013583017399568915,0.0011758473207478905
168,1547.82,-29.718,0.998932912579987,0.00013583017399568915,0.0011758473207478905
169,1547.82,-29.721,0.9989336494433299,0.00013583017399568915,0.0011758473207478905
170,1547.824,-29.723,0.9989341404028528,0.00013583052501886753,0.001175844282037234
171,1547.828,-29.726,0.9989348764183387,0.0001358308760420459,0.0011758412433422833
172,1547.828,-29.725,0.9989346311363324,0.0001358308760420459,0.0011758412433422833
173,1547.832,-29.726,0.9989348764183387,0.00013583122706522434,0.0011758382046630383
174,1547.836,-29.727,0.998935121643873,0.00013583157808840272,0.0011758351659994985
175,1547.832,-29.731,0.998936101981553,0.00013583122706522434,0.0011758382046630383
176,1547.836,-29.73,0.9989358569817757,0.00013583157808840272,0.0011758351659994985
177,1547.84,-29.731,0.998936101981553,0.0001358319291115811,0.0011758321273516643
178,1547.836,-29.734,0.9989368366424962,0.00013583157808840272,0.0011758351659994985
179,1547.84,-29.733,0.9989365918119003,0.0001358319291115811,0.0011758321273516643
180,1547.844,-29.736,0.9989373261345975,0.0001358322801347595,0.001175829088719535
181,1547.844,-29.737,0.9989375707961289,0.0001358322801347595,0.001175829088719535
182,1547.848,-29.737,0.9989375707961289,0.0001358326311579379,0.0011758260501031107
183,1547.852,-29.738,0.9989378154013313,0.0001358329821811163,0.0011758230115023914
184,1547.848,-29.737,0.9989375707961289,0.0001358326311579379,0.0011758260501031107
185,1547.848,-29.737,0.9989375707961289,0.0001358326311579379,0.0011758260501031107
186,1547.856,-29.738,0.9989378154013313,0.00013583333320429467,0.0011758199729173771
187,1547.856,-29.74,0.9989383044428013,0.00013583333320429467,0.0011758199729173771
188,1547.856,-29.739,0.9989380599502178,0.00013583333320429467,0.0011758199729173771
189,1547.86,-29.739,0.9989380599502178,0.00013583368422747305,0.0011758169343480675
190,1547.86,-29.74,0.9989383044428013,0.00013583368422747305,0.0011758169343480675
191,1547.86,-29.739,0.9989380599502178,0.00013583368422747305,0.0011758169343480675
192,1547.864,-29.739,0.9989380599502178,0.00013583403525065148,0.0011758138957944624
193,1547.864,-29.738,0.9989378154013313,0.00013583403525065148,0.0011758138957944624
194,1547.864,-29.74,0.9989383044428013,0.00013583403525065148,0.0011758138957944624
195,1547.868,-29.741,0.9989385488790947,0.00013583438627382986,0.001175810857256562
196,1547.868,-29.739,0.9989380599502178,0.00013583438627382986,0.001175810857256562
197,1547.872,-29.74,0.9989383044428013,0.00013583473729700826,0.0011758078187343655
198,1547.872,-29.738,0.9989378154013313,0.00013583473729700826,0.0011758078187343655
199,1547.872,-29.737,0.9989375707961289,0.00013583473729700826,0.0011758078187343655
200,1547.872,-29.736,0.9989373261345975,0.00013583473729700826,0.0011758078187343655
201,1547.88,-29.738,0.9989378154013313,0.00013583543934336508,0.0011758017417370854
202,1547.876,-29.736,0.9989373261345975,0.00013583508832018667,0.0011758047802278735
203,1547.876,-29.735,0.9989370814167243,0.00013583508832018667,0.0011758047802278735
204,1547.88,-29.735,0.9989370814167243,0.00013583543934336508,0.0011758017417370854
205,1547.88,-29.735,0.9989370814167243,0.00013583543934336508,0.0011758017417370854
206,1547.88,-29.731,0.998936101981553,0.00013583543934336508,0.0011758017417370854
207,1547.884,-29.729,0.9989356119255786,0.00013583579036654346,0.0011757987032620014
208,1547.884,-29.731,0.998936101981553,0.00013583579036654346,0.0011757987032620014
209,1547.888,-29.729,0.9989356119255786,0.00013583614138972184,0.0011757956648026213
210,1547.888,-29.728,0.9989353668129487,0.00013583614138972184,0.0011757956648026213
211,1547.888,-29.723,0.9989341404028528,0.00013583614138972184,0.0011757956648026213
212,1547.892,-29.725,0.9989346311363324,0.00013583649241290024,0.0011757926263589447
213,1547.892,-29.723,0.9989341404028528,0.00013583649241290024,0.0011757926263589447
214,1547.892,-29.721,0.9989336494433299,0.00013583649241290024,0.0011757926263589447
215,1547.896,-29.718,0.998932912579987,0.00013583684343607862,0.001175789587930972
216,1547.896,-29.715,0.9989321752074609,0.00013583684343607862,0.001175789587930972
217,1547.896,-29.717,0.9989326668457381,0.00013583684343607862,0.001175789587930972
218,1547.9,-29.715,0.9989321752074609,0.00013583719445925703,0.0011757865495187025
219,1547.9,-29.712,0.9989314373254,0.00013583719445925703,0.0011757865495187025
220,1547.9,-29.71,0.9989309451207773,0.00013583719445925703,0.0011757865495187025
221,1547.9,-29.707,0.9989302063887091,0.00013583719445925703,0.0011757865495187025
222,1547.904,-29.705,0.9989297136170886,0.0001358375454824354,0.0011757835111221367
223,1547.9,-29.703,0.9989292206184861,0.00013583719445925703,0.0011757865495187025
224,1547.904,-29.701,0.998928727392797,0.0001358375454824354,0.0011757835111221367
225,1547.908,-29.699,0.9989282339399169,0.0001358378965056138,0.001175780472741274
226,1547.908,-29.697,0.998927740259741,0.0001358378965056138,0.001175780472741274
227,1547.908,-29.695,0.9989272463521645,0.0001358378965056138,0.001175780472741274
228,1547.912,-29.695,0.9989272463521645,0.00013583824752879222,0.0011757774343761143
229,1547.912,-29.692,0.9989265050641948,0.00013583824752879222,0.0011757774343761143
230,1547.916,-29.689,0.9989257632639845,0.0001358385985519706,0.0011757743960266575
231,1547.92,-29.687,0.9989252684457582,0.000135838949575149,0.0011757713576929037
232,1547.916,-29.686,0.99892502095118,0.0001358385985519706,0.0011757743960266575
233,1547.916,-29.684,0.9989245257910272,0.0001358385985519706,0.0011757743960266575
234,1547.916,-29.68,0.9989235347863702,0.0001358385985519706,0.0011757743960266575
235,1547.876,-29.688,0.9989255158833554,0.00013583508832018667,0.0011758047802278735
236,1547.628,-29.7,0.9989284806947624,0.00013581332488312616,0.0011759931973316586
237,1547.332,-29.72,0.9989334038787697,0.000135787349167925,0.0011762181613254297
238,1547.044,-29.735,0.9989370814167243,0.00013576207549908059,0.0011764371278386392
239,1546.788,-29.739,0.9989380599502178,0.00013573961001566332,0.001176631833192396
240,1546.56,-29.736,0.9989373261345975,0.00013571960169449484,0.0011768052969170287
241,1546.356,-29.729,0.9989356119255786,0.00013570169951239672,0.0011769605446611258
242,1546.172,-29.721,0.9989336494433299,0.00013568555244619055,0.0011771006071769504
243,1546.012,-29.714,0.9989319293034064,0.00013567151151905476,0.0011772224277689953
244,1545.86,-29.705,0.9989297136170886,0.00013565817263827575,0.0011773381806890661
245,1545.712,-29.689,0.9989257632639845,0.00013564518478067516,0.0011774509093543945
246,1545.58,-29.676,0.9989225428685437,0.00013563360101578813,0.0011775514693513115
247,1545.46,-29.663,0.9989193128188557,0.00013562307032043632,0.0011776429024368147
248,1545.336,-29.648,0.9989155738042329,0.00013561218860190608,0.0011777373982098391
249,1545.232,-29.638,0.9989130739436738,0.00013560306199926782,0.0011778166644232063
250,1545.124,-29.624,0.9989095644544563,0.00013559358437345115,0.0011778989906311725
